prompt_tweet_id,prompt_tweet,response_tweet_id,response_tweet
1422694251247374343,"We’re doing everything we can to get more people vaccinated.  

In the past two weeks, we have seen a 55% increase in the average number of new people getting vaccinated every day. 

In the last 7 days alone, nearly 3 million Americans have gotten their first shot.",1422806664231718920,We're in the midst of our largest vaccination campaign in history. We're doing everything we can to get more people vaccinated.
1422613028676177927,"This Black Women’s Equal Pay Day, we must recognize a hard truth: it takes a Black woman nearly 20 months to earn what a white man makes in one year for the same exact work. It’s unconscionable.
 
My Administration is committed to closing the gender pay gap once and for all. https://t.co/3ijFd5KYIH",1422814335836069890,It will take work out of the hands of those working in the country.
1422897554438729733,"Folks, this Bipartisan Infrastructure Deal is going to make a gigantic difference for people. 

It’s going to eliminate all lead pipes in America, so people have clean drinking water.

It's going to bring high-speed internet to every home.",1422901219866075136,It's going to bring high-speed internet to every home. It's going to bring high speed internet to every home.
1422939649417359364,"Happy 231st birthday, @USCG! https://t.co/WwFWRs392F",1422949610968977419,I have a great job but it's not for me and it's not going to be worth my time.
1422949440701308928,"Happy birthday, @BarackObama. I’m proud to call you a brother and a friend — and I’m grateful for your selfless service to this nation. https://t.co/jZ9XnX2Dxt",1422951091445055489,I'm proud to call you a brother and a friend — and I’m grateful for your selfless service to this nation.
1422976888134414338,The largest federal investment in public transit. Ever. That's the Bipartisan Infrastructure Deal. https://t.co/YuAx5ufeRV,1422977732439379968,"It's the media. People that do their job. People that have the guts. People that care about the people that are going to be affected most. And I think that's the problem. I mean, I know that the media has been trying to say that, but it's not true."
1422988510529732608,"When I think of climate change, I think about jobs.

With the Bipartisan Infrastructure Deal, we’re going to create good-paying, union jobs and tackle the climate crisis at the same time.",1422991453265989639,I'm a conservative. I can tell you right now my economic situation is bad.
1423050570433241089,"I stopped by the Plumbers &amp; Gasfitters Local 5 Training Facility this afternoon to see their programs firsthand and discuss my Build Back Better Agenda. We’re going to invest in America’s workers and create good-paying, high-skill, union jobs across the country. https://t.co/7DgngAJuRu",1423051915521400834,This is a lie! We are going to fix a broken system that is rigged against our workers.
1423073087009050627,"When I say electric vehicles are the future, I’m not joking. Tune in for big news tomorrow. https://t.co/riIClqPYnw",1423075586172456964,I care about you and the people of the United States. I care about your future. I care about the future of our family and the future of our country. I want to be the guy who will fix this country.
1423275095661887489,"Nine years ago today, we witnessed an act of unspeakable hate as a white supremacist shot ten people at a Sikh Temple. As we remember those we lost in Oak Creek, we must continue to stand up to hate and bigotry and ensure that all are able to practice their faith without fear.",1423280719686635533,We are the ones who must stand up and learn from our mistakes in the face of this.
1423289569596739586,"The infrastructure deal makes the largest federal investment in public transit ever. The largest federal investment in passenger rail since the creation of Amtrak. The single largest dedicated bridge investment since the Interstate Highway System was built.

It’s historic.",1423291079432933379,It’s important to remind the American people that we are not the only country that has a problem with foreign-born immigration.
1423256327481090048,"The future of the auto industry is electric — and made in America.

Today I'm signing an executive order with a goal to make 50% of new vehicles sold by 2030 zero-emission — and unveiling steps to reverse the previous administration’s short-sighted rollback of vehicle standards.",1423328319051812864,No! We will not let that happen. It's not about the Republicans. It's about the Democrats.
